REGIONID,DUID,AssetType,SiteName,Owner,TechnologyType,FuelType
 SA1 ,QPS4,Existing Plant,Quarantine,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 SA1 ,QPS5,Existing Plant,Quarantine,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 SA1 ,,Project,Quarantine,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 NSW1 ,QBYNB1,Existing Plant,Queanbeyan BESS,Berrybank 2 Asset Pty Ltd as Trustee for Berrybank 2 Asset Trust, Storage - Battery ,Other - Other
 QLD1 ,,Project,Queensland Renewable Park,EEW Eco Energy World Pty Ltd, Other - Other ,Other - Other
 NSW1 ,QPBESS,Project,Quorn Park Hybrid,Quorn Park Solar Farm Pty Ltd as the trustee for Quorn Park Solar Farm Trust, Storage - Battery ,Other - Other
 NSW1 ,QPSF,Project,Quorn Park Hybrid,Quorn Park Solar Farm Pty Ltd as the trustee for Quorn Park Solar Farm Trust, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Existing Plant,Racecourse Mill,Mackay Sugar Ltd, Turbine - Steam Sub Critical ,Other - Other
 QLD1 ,,Existing Plant,Racecourse Mill,Mackay Sugar Ltd, Turbine - Steam Sub Critical ,Other - Other
 QLD1 ,,Existing Plant,Racecourse Mill,Mackay Sugar Ltd, Turbine - Steam Sub Critical ,Renewable Biomass or Waste - Bagasse
 QLD1 ,,Project,Raglan BESS,acepower_NR, Storage - Battery ,Other - Other
 QLD1 ,,Project,Raglan Solar Farm,EEW Eco Energy World Ltd, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,RANGEB1,Existing Plant,Rangebank BESS,Cranbourne BESS Project Co Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Rangemore BESS,Tetris Energy, Storage - Battery ,Other - Other
 QLD1 ,,Project,Rangemore Solar Farm,Tetris Energy, Solar PV - Fixed ,Solar - Solar
 QLD1 ,,Project,Rangemore Wind Farm,Tetris Energy, Wind Turbine - Onshore ,Other - Other
 NSW1 ,,Project,Rangoon Wind Farm,Rangoon Energy Park Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Ravenswood BESS,FRV Services Australia, Storage - Battery ,Other - Other
 VIC1 ,,Project,Ravenswood Solar Farm - FRV,FRV Services Australia, Solar PV - Fixed ,Solar - Solar
 VIC1 ,,Project,Red Cliffs Solar & BESS - KCI,Red Cliffs Power Pty td, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,REDBANK1,Project,Redbank,Verdant Earth Technologies Limited, Turbine - Steam Sub Critical ,Renewable Biomass or Waste - Wood Waste
 TAS1 ,REECE1,Existing Plant,Reece,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water
 TAS1 ,REECE2,Existing Plant,Reece,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water
 SA1 ,,Project,Reeves Plains OCGT - stage 1,Alinta Energy Reeves Plains Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 SA1 ,,Project,Reeves Plains OCGT - stage 2,Alinta Energy Reeves Plains Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 SA1 ,,Project,Reeves Plains Power Station BESS,Alinta Energy, Storage - Battery ,Other - Other
 TAS1 ,REPULSE,Existing Plant,Repulse,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water
 NSW1 ,,Project,Richmond Valley BESS,ARK ENERGY CORPORATION PTY LTD, Storage - Battery ,Other - Other
 NSW1 ,,Project,Richmond Valley BESS (EIWA),EIWA Queensland Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Richmond Valley Solar Farm,ARK ENERGY CORPORATION PTY LTD, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Ridgey Creek BESS,Ridgey Creek BESS Pty Ltd, Storage - Battery ,Other - Other
 VIC1 ,,Project,Rifle Butts Wind Farm ,NewEn, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,RESS1,Existing Plant,Riverina Energy Storage System 1,Shell New Energies Australia Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,RIVNB2,Existing Plant,Riverina Energy Storage System 2,RESS 2 Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Riverina Solar Farm,Riverina Solar Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,,Project,Riverland Solar Storage - Solar,Lyon Solar, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,,Project,Riverland Solar Storage - Storage,Lyon Solar, Storage - Battery ,Other - Other
 VIC1 ,,Project,Riverside BESS - Storage - KCI,Enervest Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Riverstone Rise BESS (KCI),Pacific Partnerships Pty Ltd, Storage - Battery ,Other - Other
 TAS1 ,,Project,Robbins Island Wind Farm,ACEN Robbins Island PTY LTD, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,,Project,Robertstown Solar,Robertstown Project (Solar) Operations Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,,Project,Robertstown Solar,Robertstown Project (Solar) Operations Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,RPCG,Existing Plant,Rocky Point Sugar Mill Cogeneration Plant,W.H.Heck and Sons Pty Ltd, Other - Other ,Renewable Biomass or Waste - Bagasse
 NSW1 ,,Project,Rollsville Hybrid Facility - Battery,X-Elio Australia Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Rollsville Hybrid Facility - Solar,X-Elio Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar
 QLD1 ,ROMA_7,Existing Plant,Roma,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 QLD1 ,ROMA_8,Existing Plant,Roma,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 NSW1 ,,Project,Romani BESS,Samsung C&T Renewable Energy Australia Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Romani Solar Farm,Samsung C&T Renewable Energy Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Romani Standalone BESS,Samsung C&T Renewable Energy Australia Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,RRSF1,Existing Plant,Ross River Solar Farm,Ross River Operations Pty Ltd as the Trustee for the Ross River Operations Trust, Solar PV - Single axis tracking ,Solar - Solar
 TAS1 ,ROWALLAN,Existing Plant,Rowallan,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water
 TAS1 ,,Project,Rowallan Pumped Hydro Option,Hydro-Electric Corporation, Storage - Pumped hydro ,Hydro - Water
 NSW1 ,ROYALLA1,Existing Plant,Royalla Solar Farm,Royalla Asset Pty Ltd ATF Royalla Asset Trust, Solar PV - Fixed ,Solar - Solar
 VIC1 ,RUBICON,Existing Plant,Rubicon Mountain Streams,AGL Hydro Partnership, Hydro - Dam ,Hydro - Water
 NSW1 ,,Project,Ruby Hills North BESS,Walcha Energy Pty Ltd, Storage - Battery ,Wind - Wind
 NSW1 ,,Project,Ruby Hills North Wind Farm,Origin energy, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Ruby Hills South BESS,Origin Energy Pty Ltd, Storage - Battery ,Wind - Wind
 NSW1 ,,Project,Ruby Hills South Wind Farm,Origin Energy Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,RUGBYR1,Existing Plant,Rugby Run Solar Farm,Adani Rugby Run Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,Rutherglen Battery - KCI,Red Hill Renewable Energy Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Rutherglen Solar Farm - KCI,Red Hill Renewable Energy Pty Ltd, Solar PV - Fixed ,Solar - Solar
 VIC1 ,RYANCWF1,Existing Plant,Ryan Corner Wind Farm,Ryan Corner Development Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,RYEPARK1,Existing Plant,Rye Park Wind Farm,Tilt Renewables Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Salisbury BESS,Origin Energy Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Salisbury Solar 450MW,Origin Energy Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Salisbury Solar 450MW,Origin Energy Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,SALTCRK1,Existing Plant,Salt Creek Wind Farm,Salt Creek Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Sandigo Solar Farm,ESCO Pacific, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Sandy Creek Solar Farm,Lightsource Development Services Australia Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Sandy Point Hybrid - Solar,Samsung C&T Renewable Energy Australia Pty Ltd., Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Sandy Point Hybrid - Storage,Samsung C&T Renewable Energy Australia Pty Ltd., Storage - Battery ,Other - Other
 NSW1 ,SAPHWF1,Existing Plant,Sapphire Wind Farm,SWF1 Operations Holdings Pty Ltd as trustee for SWF1 Hold Trust, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Seadragon offshore wind project,Flotation Energy Pty Ltd, Wind Turbine - Offshore ,Wind - Wind
 VIC1 ,,Project,Seaspray Off Shore Wind Farm,BayWa r.e. Australia Offshore Wind Projects 3 Pty Ltd, Wind Turbine - Offshore ,Wind - Wind
 NSW1 ,SEBSF1,Existing Plant,Sebastopol Solar Farm,Sebastopol Asset Co Pty Ltd ATF Sebastopol Asset Trust, Solar PV - Single axis tracking ,Solar - Solar
 VIC1 ,,Project,Seymour Wind Farm,Seymour Wind Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Seymour Wind Farm - KCI,Fera Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,SHEP1,Existing Plant,Shepparton Wastewater Treatment Facility,Diamond Energy Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Biogas
 NSW1 ,SHGEN,Existing Plant,Shoalhaven,Origin Energy Eraring Pty Ltd, Storage - Pumped hydro ,Hydro - Water
 NSW1 ,SHGEN,Existing Plant,Shoalhaven,Origin Energy Eraring Pty Ltd, Storage - Pumped hydro ,Hydro - Water
 NSW1 ,,Project,Shoalhaven Expansion,Origin Energy, Storage - Pumped hydro ,Hydro - Water
 NSW1 ,,Project,Shoalhaven Starches Cogeneration Plant,Shoalhaven Starches Pty Ltd, Turbine - Other ,Fossil - Natural Gas Pipeline
 NSW1 ,,Project,Shoalhaven Starches Cogeneration Plant,Shoalhaven Starches Pty Ltd, Turbine - Other ,Fossil - Natural Gas Pipeline
 NSW1 ,,Project,Silver City Energy Storage,A-CAES NSW PTY LTD, Storage - Other ,Other - Other
 NSW1 ,,Project,Silverleaf Solar Farm - KCI,International Power (Australia) Pty Ltd, Solar PV - Fixed ,Solar - Solar
 NSW1 ,STWF1,Existing Plant,Silverton Wind Farm,PARF Company 8 Pty Ltd as trustee for the Silverton Project Trust, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Smithfield BESS,Smithfield BESS Pty Limited, Storage - Battery ,Other - Other
 NSW1 ,SITHE01,Existing Plant,Smithfield Energy Facility,Smithfield Power Generation Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 NSW1 ,SITHE01,Existing Plant,Smithfield Energy Facility,Smithfield Power Generation Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 NSW1 ,SITHE01,Existing Plant,Smithfield Energy Facility,Smithfield Power Generation Pty Ltd, Turbine - CCGT ,Fossil - Natural Gas Pipeline
 QLD1 ,,Project,Smoky Creek Energy Storage System - KCI,Edify Energy Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Smoky Creek Solar Farm,Edify Energy Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,SNAPPER1,Existing Plant,Snapper Point Power Station,Port Adelaide Energy Pty Ltd, Turbine - OCGT ,Fossil - Diesel
 SA1 ,,Project,Snowtown North Solar Farm,Tilt Renewables, Solar PV - Fixed ,Solar - Solar
 SA1 ,,Project,Snowtown North Solar Farm - BESS,Tilt Renewables, Storage - Battery ,Other - Other
 SA1 ,SNOWNTH1,Existing Plant,Snowtown S2 Wind Farm,Snowtown Wind Farm Stage 2 Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,SNOWSTH1,Existing Plant,Snowtown S2 Wind Farm,Snowtown Wind Farm Stage 2 Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 SA1 ,SNOWTWN1,Existing Plant,Snowtown Wind Farm,Snowtown Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Snowy 2.0.,Snowy Hydro Ltd, Storage - Pumped hydro ,Hydro - Water
 NSW1 ,,Project,Snowy 2.0.,Snowy Hydro Ltd, Storage - Pumped hydro ,Hydro - Water
 SA1 ,SNUG1,Existing Plant,Snuggery,Synergen Power Pty Ltd, Turbine - OCGT ,Fossil - Diesel
 SA1 ,SNUGNL1,Existing Plant,Snuggery,Synergen Power Pty Ltd, Turbine - OCGT ,Fossil - Diesel
 SA1 ,,Project,Solar River Solar And BESS Project,Zen Energy Retail Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,,Project,Solar River Solar And BESS Project,Zen Energy Retail Pty Ltd, Storage - Battery ,Other - Other
 VIC1 ,AGLSOM,Existing Plant,Somerton,AGL Hydro partnership, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 NSW1 ,,Project,South Coree BESS,Samsung C&T Renewable Energy Australia Pty Ltd, Storage - Battery ,Other - Other
 SA1 ,,Project,South East BESS - Storage - KCI,Equis Energy (Australia) Projects (Ngumi 8) Pty Ltd as trustee for the Equis Energy(Australia) Ngumi 8 Asset Trust, Storage - Battery ,Other - Other
 SA1 ,,Project,South Hummocks BESS,RWE Renewables Australia Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,South Johnstone Mill (expansion),MSF Sugar, Turbine - Steam Sub Critical ,Renewable Biomass or Waste - Bagasse
 NSW1 ,,Project,South Kempsey BESS,Macleay Ventures Pty Ltd., Storage - Battery ,Other - Other
 NSW1 ,SKSF1,Existing Plant,South Keswick Solar Farm,Dubbo Solar Hub Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,South Pacific Offshore Wind Project,South Pacific OWP Project Pty Ltd, Wind Turbine - Offshore ,Wind - Wind
 VIC1 ,,Project,Southern Winds Offshore Wind,Southern Winds OWP Project Pty Ltd, Wind Turbine - Offshore ,Wind - Wind
 QLD1 ,,Project,Specimen Hill BESS - Storage - KCI,ARK Energy Corporation Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Specimen Hill Wind Farm,ARK Energy Corporation Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Spicers Creek Wind Farm,Squadron Energy Services Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Spinifex Offshore Wind Farm,NEMMCOAlinta Energy Retail Sales Pty Ltd, Wind Turbine - Offshore ,Wind - Wind
 NSW1 ,,Project,Springdale Solar Farm,Renew Estate, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Springdale Solar Farm - KCI,RES Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar
 QLD1 ,,Project,Springlands Wind Farm,Ratch Australia, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Springvale Energy Hub,progresspower_nr, Storage - Battery ,Other - Other
 VIC1 ,,Project,Springvale Energy Hub - BESS,Progress Power Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,SRI/Mirabou (Braemar) BESS - KCI,Miraabou Energy Ltd, Storage - Battery ,Other - Other
 SA1 ,,Project,SSE Whyalla Solar Farm,SSE Australia Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 TAS1 ,,Project,St Patricks Plains Wind Farm,ARK Energy Corporation Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,SHBESS01,Project,Stanhope BESS Project 01,Globird Energy Pty Ltd, Storage - Battery ,Solar - Solar
 VIC1 ,,Project,Stanhope BESS Project 02,globirdenergy_NR, Solar PV - Fixed ,Solar - Solar
 QLD1 ,STAN-1,Existing Plant,Stanwell,Stanwell Corporation Limited, Turbine - Steam Sub Critical ,Fossil - Black Coal
 QLD1 ,STAN-2,Existing Plant,Stanwell,Stanwell Corporation Limited, Turbine - Steam Sub Critical ,Fossil - Black Coal
 QLD1 ,STAN-3,Existing Plant,Stanwell,Stanwell Corporation Limited, Turbine - Steam Sub Critical ,Fossil - Black Coal
 QLD1 ,STAN-4,Existing Plant,Stanwell,Stanwell Corporation Limited, Turbine - Steam Sub Critical ,Fossil - Black Coal
 QLD1 ,,Project,Stanwell BESS,Stanwell Corporation Limited, Storage - Battery ,Other - Other
 QLD1 ,,Existing Plant,Stapylton Renewable Energy Facility,LMS Energy Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Landfill Gas
 QLD1 ,,Existing Plant,Stapylton Renewable Energy Facility,LMS Energy Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Landfill Gas
 QLD1 ,,Existing Plant,Stapylton Renewable Energy Facility,LMS Energy Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Landfill Gas
 VIC1 ,SOTS1,Project,Star of the South Wind Farm,Star of the South Wind Farm Pty Ltd as trustee for the Star of the South Trust, Wind Turbine - Offshore ,Wind - Wind
 SA1 ,STARHLWF,Existing Plant,Starfish Hill,Ratch Australia, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,STOCKYD1,Existing Plant,Stockyard Hill Wind Farm,Stockyard Hill Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,STOCKYD1,Existing Plant,Stockyard Hill Wind Farm,Stockyard Hill Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,STOCKYD1,Existing Plant,Stockyard Hill Wind Farm,Stockyard Hill Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 VIC1 ,,Project,Stonehaven Gas Turbines - KCI,APA Power Holdings Pty Ltd, Turbine - OCGT ,Other - Other
 NSW1 ,,Project,Stoney Creek BESS,Enervest Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Stony Creek Wind Farm,Greenleaf Renewable, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,,Project,Stubbo BESS,Stubbo 1 Pty Ltd. ACN 658 322 457 as The Trustee for Stubbo 1 Solar Project Trust, Storage - Battery ,Other - Other
 NSW1 ,,Project,Stubbo Solar Farm,ACEN AUSTRALIA, Solar PV - Single axis tracking ,Solar - Solar
 NSW1 ,,Project,Stubbo Solar Farm,ACEN AUSTRALIA, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,,Project,Sturt Solar,Sturt Solar PTY LTD, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,,Project,Sturt Solar,Sturt Solar PTY LTD, Storage - Battery ,Other - Other
 SA1 ,,Project,Summerfield BESS,CI Summerfield BESS Pty Ltd (ACN 656 223 773) as trustee for the CI Summerfield BESS Trust, Storage - Battery ,Other - Other
 NSW1 ,,Project,Summerhill Solar Farm,Newcastle Council, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Summerville Solar Farm,ESCO Solar Farm 5 Pty Ltd, Solar PV - Fixed ,Solar - Solar
 QLD1 ,SMCSF1,Existing Plant,Sun Metals Corporation Solar Farm,Sun Metals Corporation Pty Ltd, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Sundown SF(Canadian Solar),Canadian Solar, Solar PV - Fixed ,Solar - Solar
 NSW1 ,,Project,Sundown Solar Farm,CWP Renewables Pty Ltd, Solar PV - Fixed ,Solar - Solar
 NSW1 ,SUNRSF1,Existing Plant,Sunraysia Solar Farm,Sunraysia Solar Project Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,Sunshine Energy Solar Farm,Sunshine Energy, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,Sunshine State Solar Farm and BESS,ESCO Pacific, Solar PV - Fixed ,Solar - Solar
 QLD1 ,,Project,Sunshine State Solar Farm and BESS (Rollingstone),Rollingstone Solar Farm Pty Ltd, Solar PV - Fixed ,Solar - Solar
 NSW1 ,SUNTPSF1,Existing Plant,Suntop Solar Farm,Suntop SF Pty Ltd As Trustee For The Suntop Asset, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,Supernode Project,Quinbrook Asset Management as Trustee for The Australian Clean Power Trust 2A, Storage - Battery ,Solar - Solar
 QLD1 ,,Project,Supernode Project,Quinbrook Asset Management as Trustee for The Australian Clean Power Trust 2A, Storage - Battery ,Solar - Solar
 QLD1 ,,Project,Supernode Project,Quinbrook Asset Management as Trustee for The Australian Clean Power Trust 2A, Storage - Battery ,Solar - Solar
 QLD1 ,SRSF1,Existing Plant,Susan River Solar Farm,Susan River Solar Pty Ltd as trustee for the Susan River Solar Trust, Solar PV - Single axis tracking ,Solar - Solar
 QLD1 ,,Project,Swanbank BESS,CleanCo QLD Limited, Storage - Battery ,Other - Other
 QLD1 ,SWAN_E,Existing Plant,Swanbank E GT,CleanCo Queensland Limited, Turbine - CCGT ,Fossil - Coal Seam Methane
 QLD1 ,,Existing Plant,Tableland Mill,MSF Sugar, Turbine - Steam Sub Critical ,Other - Other
 NSW1 ,,Project,Tabulam BESS,Elgin Energy Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Tabulam Solar Farm,Elgin Energy Pty Ltd, Solar PV - Fixed ,Solar - Solar
 NSW1 ,TAHMOOR,Existing Plant,Tahmoor,EDL TT Pty Ltd, Reciprocating Engine - Spark ignition ,Fossil - Waste Coal Mine Gas
 SA1 ,TBSF1,Existing Plant,Tailem Bend - Solar,Vena Energy, Solar PV - Fixed ,Solar - Solar
 SA1 ,TB2B1,Existing Plant,Tailem Bend Battery Project,Vena Energy, Storage - Battery ,Other - Other
 SA1 ,TB2SF1,Existing Plant,Tailem Bend Stage 2 Solar Project,Vena Energy, Solar PV - Single axis tracking ,Solar - Solar
 SA1 ,,Project,Tailem Bend Stage 3,TBSOL, Storage - Battery ,Other - Other
 NSW1 ,,Project,Talbingo BESS,Talbingo Battery P/L, Storage - Battery ,Other - Other
 NSW1 ,,Project,Tallawang BESS,Enel Green Power Australia Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,TALWA1,Existing Plant,Tallawarra,EnergyAustralia Tallawarra Pty Ltd, Turbine - CCGT ,Fossil - Natural Gas Pipeline
 NSW1 ,TALWB1,Existing Plant,Tallawarra B,EnergyAustralia Tallawarra Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 TAS1 ,TVCC201,Existing Plant,Tamar Valley Combined Cycle,AETV Pty Ltd, Turbine - CCGT ,Fossil - Natural Gas Pipeline
 TAS1 ,TVCC201,Existing Plant,Tamar Valley Combined Cycle,AETV Pty Ltd, Turbine - CCGT ,Fossil - Natural Gas Pipeline
 TAS1 ,TVPP104,Existing Plant,Tamar Valley Peaking,AETV Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 NSW1 ,,Project,Tamworth BESS - Valent,VALENT ENERGY DEVELOPMENTS PTY LTD, Storage - Battery ,Other - Other
 NSW1 ,,Project,Tamworth Energy Reserve - KCI,The Trustee for Equis Energy (Ausralia) Ngumi 4 Asset Trust, Storage - Battery ,Other - Other
 QLD1 ,,Project,Tangkam BESS - KCI,Atria Energy Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,Tara Wind Farm - KCI,Tara Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,TARALGA1,Existing Plant,Taralga Wind Farm,Energy Pacific Vic Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,TARALGA1,Existing Plant,Taralga Wind Farm,Energy Pacific Vic Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 NSW1 ,TARALGA1,Existing Plant,Taralga Wind Farm,Energy Pacific Vic Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,TARONG#1,Existing Plant,Tarong,Stanwell Corporation Limited, Turbine - Steam Sub Critical ,Fossil - Black Coal
 QLD1 ,TARONG#2,Existing Plant,Tarong,Stanwell Corporation Limited, Turbine - Steam Sub Critical ,Fossil - Black Coal
 QLD1 ,TARONG#3,Existing Plant,Tarong,Stanwell Corporation Limited, Turbine - Steam Sub Critical ,Fossil - Black Coal
 QLD1 ,TARONG#4,Existing Plant,Tarong,Stanwell Corporation Limited, Turbine - Steam Sub Critical ,Fossil - Black Coal
 QLD1 ,,Project,Tarong BESS - Stanwell,Stanwell Corporation Limited, Storage - Battery ,Other - Other
 QLD1 ,TNPS1,Existing Plant,Tarong North,Stanwell Corporation Limited, Turbine - Steam Super Critical ,Fossil - Black Coal
 QLD1 ,,Project,Tarong West Wind Farm (Ironleaf),RES Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 TAS1 ,TARRALEA,Existing Plant,Tarraleah,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water
 TAS1 ,,Project,Tarraleah Redevelopment,HYDROTAS, Hydro - Dam ,Hydro - Water
 VIC1 ,,Project,Tarrone BESS - Storage - KCI,Global Power Generation Australia Pty Ltd, Storage - Battery ,Other - Other
 VIC1 ,,Project,Tarrone GT,AGL Energy Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline
 SA1 ,TATIARA1,Existing Plant,Tatiara Meats,Vibe Energy Pty Ltd, Reciprocating Engine - Compression ignition ,Fossil - Diesel
 VIC1 ,TATURA01,Existing Plant,Tatura Biomass Generator,Diamond Energy Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Biogas
 NSW1 ,,Project,Tchelery BESS,Neoen Australia Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Tchelery Wind Farm,Neoen Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind
 QLD1 ,,Project,Teebar Creek Battery Storage - KCI,ATMOS DEVELOPMENTS PTY LTD, Storage - Battery ,Other - Other
 SA1 ,,Project,Templers B BESS,BORAL, Storage - Battery ,Other - Other
 SA1 ,,Project,Templers BESS,ZEN Energy Future Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,,Project,Tenterfield Solar Farm,Enerparc Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar
 VIC1 ,TRGBESS,Project,Terang BESS,frv_NR, Storage - Battery ,Other - Other
 NSW1 ,,Project,Territory Battery,Neoen Australia Pty Ltd, Storage - Battery ,Other - Other
 QLD1 ,,Project,The Central BESS - KCI,ACEnergy Pty Ltd, Storage - Battery ,Other - Other
 NSW1 ,THEDROP1,Existing Plant,The Drop,Pacific Hydro Investments Pty Ltd, Hydro - Run of River ,Hydro - Water
 SA1 ,,Project,The Solar River Project - Stage 1,The Solar River Project Pty Ltd, Solar PV - Fixed ,Solar - Solar
 SA1 ,,Project,The Solar River Project - Stage 2,The Solar River Project Pty Ltd, Solar PV - Fixed ,Solar - Solar
 QLD1 ,,Project,Theodore Solar Farm,juwi Renewable Energy Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar
